awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
LAK,20781,FLA,0,0,2022,50,50,23,27,27,23,5,6,1,0.0,1.0
OTT,20782,TOR,0,0,2022,49,48,30,19,22,26,7,4,0,1.0,1.0
SJS,20783,CAR,1,0,2022,47,49,30,17,14,35,5,2,1,1.0,0.0
VGK,20784,NYR,1,0,2022,48,49,26,22,29,20,6,4,0,0.0,0.0
NJD,20785,DAL,0,0,2022,50,48,28,22,31,17,5,7,0,0.0,0.0
CGY,20786,SEA,0,0,2022,47,49,28,19,23,26,7,5,0,1.0,0.0
CBJ,20787,VAN,1,0,2022,48,49,19,29,15,34,2,4,1,0.0,1.0
STL,20788,COL,1,0,2022,48,49,27,21,23,26,7,4,0,0.0,0.0
BOS,20789,FLA,1,0,2022,51,48,23,28,38,10,5,8,0,0.0,0.0
LAK,20790,TBL,1,0,2022,48,51,31,17,28,23,7,6,1,1.0,1.0
MTL,20791,OTT,1,0,2022,49,49,23,26,20,29,4,5,1,1.0,0.0
PHI,20792,WPG,0,0,2022,50,49,31,19,19,30,5,4,0,0.0,0.0
SJS,20793,PIT,0,0,2022,48,50,24,24,14,36,5,2,1,0.0,0.0
VGK,20794,NYI,1,0,2022,51,50,24,27,29,21,2,3,0,1.0,0.0
BUF,20795,MIN,1,0,2022,47,49,26,21,28,21,4,6,0,1.0,1.0
ARI,20796,ANA,1,0,2022,49,49,15,34,16,33,4,3,0,1.0,1.0
CHI,20797,EDM,1,0,2022,49,47,27,22,15,32,7,7,1,0.0,1.0
CBJ,20798,SEA,1,0,2022,48,50,28,20,15,35,6,3,1,0.0,0.0
BOS,20799,CAR,1,0,2022,48,49,31,17,38,11,6,7,0,1.0,0.0
WSH,20800,TOR,1,0,2022,50,51,30,20,26,25,6,4,1,0.0,1.0
STL,20801,WPG,1,0,2022,51,50,31,20,23,27,5,4,1,0.0,0.0
LAK,20802,CAR,1,0,2022,49,52,32,17,28,24,7,6,0,1.0,0.0
OTT,20803,MTL,0,0,2022,50,50,20,30,24,26,4,5,0,0.0,1.0
WSH,20804,CBJ,0,0,2022,51,52,15,36,26,26,3,4,0,0.0,0.0
CAR,20805,BUF,0,0,2022,50,50,28,22,33,17,6,8,1,0.0,1.0
BOS,20806,TOR,0,0,2022,51,50,31,20,38,12,6,6,1,1.0,0.0
NYI,20807,PHI,0,0,2022,50,52,20,30,25,27,5,3,0,1.0,1.0
TBL,20808,FLA,1,0,2022,52,49,24,28,32,17,5,8,1,1.0,1.0
CGY,20809,NYR,1,0,2022,49,50,27,22,24,26,6,5,1,1.0,1.0
VAN,20810,NJD,1,0,2022,49,49,32,17,20,29,8,3,0,1.0,1.0
ANA,20811,DAL,1,0,2022,51,50,28,23,16,34,4,4,1,0.0,1.0
MIN,20812,ARI,1,0,2022,50,48,16,34,27,21,3,5,0,0.0,1.0
COL,20813,PIT,1,0,2022,49,49,24,25,28,21,4,7,1,0.0,1.0
SJS,20814,TBL,0,0,2022,50,51,32,18,15,36,7,3,1,0.0,1.0
EDM,20815,DET,0,0,2022,49,50,21,28,28,22,5,7,0,0.0,1.0
SEA,20816,NYI,1,0,2022,53,49,26,27,29,20,4,6,0,1.0,1.0
VGK,20817,NSH,0,0,2022,49,51,24,25,29,22,6,2,1,1.0,0.0
ANA,20818,CHI,0,0,2022,48,51,15,33,16,35,6,4,1,0.0,0.0
VAN,20819,NYR,1,0,2022,50,50,28,22,20,30,6,3,0,1.0,0.0
MIN,20820,DAL,1,0,2022,52,49,29,23,27,22,4,5,1,1.0,0.0
COL,20821,TBL,1,0,2022,51,50,32,19,28,22,6,7,1,0.0,0.0
EDM,20822,PHI,1,0,2022,51,51,20,31,29,22,4,8,1,0.0,1.0
SJS,20823,FLA,1,0,2022,53,52,25,28,16,36,6,3,1,1.0,1.0
SEA,20824,NJD,1,0,2022,50,50,33,17,29,21,8,5,1,1.0,0.0
CGY,20825,DET,1,0,2022,50,51,21,29,24,27,4,5,1,0.0,0.0
VAN,20826,NYI,0,0,2022,54,51,27,27,20,31,4,3,0,1.0,0.0
VGK,20827,MIN,0,0,2022,50,52,27,23,30,22,5,3,0,0.0,1.0
SEA,20828,NYR,1,0,2022,51,51,29,22,29,22,7,4,1,1.0,0.0
TOR,20829,CBJ,0,0,2022,52,52,15,37,31,21,3,5,1,0.0,0.0
ARI,20830,CHI,1,0,2022,49,51,15,34,17,34,5,4,1,0.0,1.0
PIT,20831,ANA,0,0,2022,52,50,17,35,25,25,5,4,0,1.0,1.0
VAN,20832,DET,1,0,2022,51,52,22,29,21,31,4,4,1,1.0,1.0
CGY,20833,BUF,0,0,2022,51,52,28,23,24,28,6,5,0,0.0,0.0
EDM,20834,OTT,0,0,2022,51,52,25,26,29,23,6,8,1,1.0,0.0
NYI,20835,MTL,1,0,2022,51,55,20,31,27,28,4,4,1,0.0,0.0
NSH,20836,PHI,0,0,2022,52,50,21,31,24,26,4,5,0,1.0,0.0
TBL,20837,DAL,0,0,2022,53,52,30,23,33,19,5,6,1,1.0,1.0
WSH,20838,BOS,0,0,2022,51,53,39,12,27,26,7,4,0,1.0,1.0
COL,20839,FLA,0,0,2022,54,51,26,28,28,23,6,7,1,1.0,0.0
CBJ,20840,TOR,0,0,2022,53,53,32,21,15,38,6,3,0,1.0,0.0
NYR,20841,CAR,0,0,2022,51,52,34,17,30,22,9,7,0,1.0,1.0
ARI,20842,STL,1,0,2022,51,52,23,28,17,35,3,4,1,0.0,0.0
NJD,20843,MIN,1,0,2022,51,51,27,24,34,17,4,8,0,0.0,1.0
CHI,20844,WPG,1,0,2022,52,50,32,20,16,34,5,5,1,1.0,1.0
PIT,20845,LAK,1,0,2022,53,51,28,25,26,25,5,5,0,0.0,1.0
EDM,20846,MTL,1,0,2022,52,53,21,31,30,23,4,8,0,1.0,1.0
SJS,20847,WSH,0,0,2022,54,53,28,26,16,37,5,3,1,1.0,0.0
SEA,20848,PHI,0,0,2022,53,52,21,32,29,23,4,3,1,0.0,0.0
ANA,20849,VGK,1,0,2022,53,53,31,22,17,36,3,5,0,1.0,0.0
CGY,20850,OTT,1,0,2022,52,53,25,27,25,28,5,5,1,0.0,1.0
ARI,20851,NSH,0,0,2022,51,53,25,26,17,36,5,4,1,1.0,0.0
FLA,20852,MIN,0,0,2022,52,55,28,24,26,29,4,5,1,1.0,0.0
DET,20853,VAN,0,0,2022,53,52,21,32,23,29,3,5,1,0.0,1.0
BUF,20854,LAK,1,0,2022,54,52,29,25,28,24,5,5,0,1.0,0.0
CAR,20855,WSH,0,0,2022,55,52,28,27,34,18,5,8,1,0.0,0.0
CHI,20856,MTL,1,0,2022,53,51,22,31,16,35,5,5,1,1.0,0.0
NJD,20857,CBJ,0,0,2022,54,52,16,38,34,18,3,7,0,1.0,0.0
OTT,20858,NYI,0,0,2022,56,53,27,29,26,27,4,6,0,0.0,1.0
FLA,20859,STL,1,0,2022,52,56,24,28,27,29,3,6,0,1.0,1.0
SEA,20860,WPG,1,0,2022,53,53,33,20,30,23,5,4,1,1.0,1.0
BOS,20861,DAL,0,0,2022,54,52,30,24,39,13,5,6,0,0.0,0.0
TBL,20862,COL,0,0,2022,52,53,29,23,34,19,7,6,1,1.0,1.0
PIT,20863,SJS,0,0,2022,54,52,17,37,26,26,4,5,0,1.0,0.0
CHI,20864,TOR,1,0,2022,54,52,32,22,16,36,6,4,0,0.0,0.0
TBL,20865,ARI,1,0,2022,54,54,18,36,35,19,4,6,1,1.0,1.0
COL,20866,MIN,0,0,2022,53,53,28,25,29,24,3,6,0,0.0,0.0
DET,20867,EDM,0,0,2022,54,53,30,24,24,29,7,6,1,0.0,1.0
BUF,20868,ANA,0,0,2022,54,53,17,37,28,25,5,5,1,0.0,0.0
NYR,20869,VAN,0,0,2022,54,53,21,33,31,22,3,7,0,0.0,1.0
FLA,20870,WSH,0,0,2022,56,57,28,28,27,30,4,5,0,0.0,0.0
MTL,20871,CAR,1,0,2022,53,54,35,18,23,31,8,5,1,1.0,1.0
WPG,20872,CBJ,1,0,2022,55,54,16,39,34,20,3,5,0,0.0,1.0
BOS,20873,NSH,0,0,2022,52,53,25,27,40,13,5,6,0,0.0,1.0
NJD,20874,STL,1,0,2022,53,53,25,28,35,18,4,7,1,1.0,1.0
DET,20875,CGY,0,0,2022,54,54,25,29,25,29,4,7,0,0.0,1.0
PHI,20876,SEA,1,0,2022,54,54,30,24,21,33,4,3,1,0.0,0.0
SJS,20877,VGK,1,0,2022,54,55,32,22,17,38,4,4,1,1.0,0.0
CHI,20878,OTT,0,0,2022,54,53,27,27,16,37,7,3,1,1.0,0.0
PIT,20879,NYI,1,0,2022,57,53,27,30,27,26,4,5,1,0.0,1.0
DAL,20880,MIN,1,0,2022,54,55,28,26,30,25,3,4,0,0.0,0.0
NYR,20881,EDM,0,0,2022,55,54,30,25,32,22,6,8,0,0.0,1.0
LAK,20882,ANA,0,0,2022,55,55,17,38,30,25,5,5,1,0.0,1.0
COL,20883,STL,0,0,2022,54,54,26,28,30,24,5,6,0,1.0,1.0
FLA,20884,NSH,1,0,2022,53,58,25,28,28,30,5,5,0,0.0,1.0
NYI,20885,BOS,1,0,2022,54,58,41,13,28,30,6,5,1,1.0,1.0
NJD,20886,PIT,0,0,2022,54,54,27,27,35,19,5,6,0,0.0,0.0
CBJ,20887,DAL,0,0,2022,56,56,30,26,17,39,4,4,1,0.0,1.0
MTL,20888,TOR,1,0,2022,55,55,33,22,23,32,6,4,1,1.0,0.0
WSH,20889,CAR,1,0,2022,54,57,36,18,28,29,9,4,1,1.0,0.0
NYR,20890,CGY,1,0,2022,55,55,25,30,33,22,4,8,0,0.0,1.0
PHI,20891,VAN,1,0,2022,55,55,21,34,21,34,3,3,0,0.0,0.0
ARI,20892,LAK,1,0,2022,56,55,31,25,19,36,6,5,1,1.0,1.0
BUF,20893,SJS,0,0,2022,56,54,17,39,29,25,3,6,0,0.0,1.0
DET,20894,SEA,1,0,2022,55,55,31,24,26,29,4,7,0,1.0,1.0
TBL,20895,VGK,1,0,2022,55,55,33,22,35,20,5,6,0,1.0,0.0
NSH,20896,MIN,1,0,2022,55,54,29,26,26,28,4,6,1,1.0,1.0
STL,20897,OTT,1,0,2022,55,55,27,28,26,29,6,4,0,0.0,0.0
EDM,20898,COL,1,0,2022,55,56,31,24,30,26,6,5,1,1.0,0.0
TOR,20899,CHI,1,0,2022,54,56,17,37,34,22,3,6,1,1.0,1.0
WPG,20900,NJD,1,0,2022,55,55,36,19,34,21,7,5,1,1.0,0.0
CBJ,20901,ARI,1,0,2022,56,57,19,37,18,39,5,4,1,0.0,1.0
ANA,20902,FLA,1,0,2022,59,56,28,31,17,39,5,4,0,0.0,0.0
OTT,20903,BOS,1,0,2022,55,56,42,13,28,28,6,7,0,1.0,1.0
PHI,20904,CGY,0,0,2022,56,56,26,30,21,35,5,2,1,1.0,0.0
SEA,20905,SJS,1,0,2022,57,56,17,40,32,24,3,5,0,0.0,1.0
NYI,20906,PIT,0,0,2022,55,59,27,28,28,31,4,5,0,0.0,0.0
WPG,20907,NYR,0,0,2022,56,56,33,23,34,22,8,5,0,0.0,0.0
ANA,20908,TBL,1,0,2022,56,57,35,21,17,40,6,4,1,0.0,0.0
DET,20909,WSH,0,0,2022,58,56,28,30,26,30,3,7,1,0.0,0.0
MTL,20910,NJD,0,0,2022,56,56,37,19,23,33,7,4,1,1.0,0.0
STL,20911,CAR,1,0,2022,55,56,37,18,26,30,9,3,0,1.0,0.0
TOR,20912,BUF,0,0,2022,55,57,30,25,34,23,6,6,0,1.0,0.0
LAK,20913,MIN,1,0,2022,56,57,30,26,32,25,5,7,0,1.0,1.0
VAN,20914,NSH,1,0,2022,55,56,26,29,22,34,5,4,0,0.0,1.0
VGK,20915,CHI,1,0,2022,55,56,18,37,34,22,4,6,0,1.0,1.0
PHI,20916,EDM,1,0,2022,57,57,30,27,22,35,4,3,1,0.0,1.0
WPG,20917,NYI,1,0,2022,60,57,29,31,35,22,6,5,1,1.0,1.0
CHI,20918,DAL,0,0,2022,57,56,30,27,19,37,3,5,1,0.0,1.0
CGY,20919,ARI,0,0,2022,57,57,20,37,26,31,5,4,0,1.0,0.0
ANA,20920,WSH,0,0,2022,59,58,28,31,17,41,3,3,1,0.0,0.0
BUF,20921,TBL,0,0,2022,57,56,36,21,30,26,6,5,0,1.0,0.0
EDM,20922,PIT,0,0,2022,56,58,27,29,31,27,4,4,0,0.0,1.0
LAK,20923,NJD,1,0,2022,57,58,37,20,32,26,6,7,0,0.0,0.0
MIN,20924,CBJ,0,0,2022,58,57,18,40,31,26,4,5,0,0.0,1.0
NYR,20925,DET,1,0,2022,57,57,27,30,33,24,7,7,0,1.0,0.0
VAN,20926,STL,0,0,2022,57,57,26,31,22,35,3,3,1,0.0,0.0
BOS,20927,SEA,0,0,2022,57,56,32,25,43,13,4,6,1,0.0,1.0
CGY,20928,VGK,1,0,2022,57,58,34,23,27,31,5,4,0,0.0,1.0
NSH,20929,SJS,0,0,2022,58,56,18,40,27,29,4,6,0,1.0,1.0
BUF,20930,FLA,0,0,2022,60,57,29,31,31,26,6,5,1,1.0,1.0
MIN,20931,TOR,1,0,2022,58,58,35,23,32,26,6,5,1,1.0,1.0
MTL,20932,PHI,0,0,2022,58,57,22,36,24,33,3,4,1,0.0,1.0
OTT,20933,CAR,1,0,2022,56,57,38,18,28,29,9,7,1,1.0,0.0
LAK,20934,NYI,0,0,2022,61,59,30,31,32,27,6,6,1,1.0,0.0
COL,20935,WPG,0,0,2022,58,56,35,23,32,24,4,6,0,0.0,1.0
EDM,20936,CBJ,1,0,2022,59,59,18,41,32,27,3,5,1,0.0,1.0
NYR,20937,WSH,1,0,2022,60,58,28,32,33,25,3,7,0,0.0,0.0
ANA,20938,CAR,0,0,2022,57,59,39,18,18,41,9,3,1,1.0,1.0
BOS,20939,VAN,0,0,2022,58,57,23,35,44,13,4,6,1,1.0,1.0
OTT,20940,MTL,0,0,2022,58,58,25,33,28,30,5,6,0,1.0,0.0
PHI,20941,NJD,1,0,2022,58,59,38,20,22,37,7,3,1,1.0,0.0
TBL,20942,DET,0,0,2022,58,58,28,30,36,22,7,5,1,1.0,0.0
PIT,20943,STL,0,0,2022,58,57,26,32,27,30,3,3,1,0.0,0.0
CGY,20944,COL,1,0,2022,57,59,33,24,27,32,6,4,1,1.0,0.0
DAL,20945,VGK,0,0,2022,58,58,35,23,30,28,6,2,1,1.0,0.0
CHI,20946,SJS,0,0,2022,59,57,18,41,20,37,4,5,0,0.0,1.0
WSH,20947,BUF,1,0,2022,58,61,32,26,29,32,5,3,1,1.0,1.0
CBJ,20948,MIN,1,0,2022,59,60,32,27,19,41,5,4,0,0.0,1.0
NYI,20949,WPG,0,0,2022,59,62,35,24,30,32,4,5,1,0.0,0.0
LAK,20950,NYR,1,0,2022,59,60,33,26,33,27,6,6,1,0.0,1.0
TBL,20951,PIT,1,0,2022,58,59,28,30,37,22,4,5,1,1.0,1.0
NSH,20952,ARI,0,0,2022,58,57,20,38,28,29,5,6,1,0.0,1.0
TOR,20953,SEA,0,0,2022,58,59,32,26,36,23,4,6,0,0.0,1.0
BOS,20954,EDM,0,0,2022,60,58,32,28,45,13,4,7,0,0.0,1.0
VAN,20955,DAL,0,0,2022,59,59,31,28,23,36,3,3,1,1.0,0.0
VGK,20956,COL,1,0,2022,58,59,34,24,35,24,7,6,1,1.0,0.0
CHI,20957,ANA,1,0,2022,60,58,19,41,21,37,3,6,1,1.0,1.0
CBJ,20958,BUF,0,0,2022,59,61,33,26,19,42,5,4,1,1.0,0.0
DET,20959,OTT,1,0,2022,59,59,29,30,28,31,6,7,1,1.0,0.0
FLA,20960,TBL,0,0,2022,60,61,37,23,29,32,5,6,1,0.0,0.0
LAK,20961,WPG,0,0,2022,60,61,35,25,33,28,4,5,1,0.0,0.0
NYI,20962,MIN,1,0,2022,60,63,33,27,31,32,6,5,1,1.0,1.0
PIT,20963,NSH,0,0,2022,58,59,29,29,29,30,6,5,1,1.0,1.0
SEA,20964,STL,0,0,2022,59,59,26,33,32,27,3,3,1,0.0,0.0
BOS,20965,CGY,0,0,2022,60,59,27,33,46,13,3,8,1,0.0,1.0
CHI,20966,ARI,1,0,2022,59,59,20,39,21,38,4,6,0,0.0,0.0
MTL,20967,SJS,0,0,2022,60,59,18,42,25,34,4,5,0,0.0,0.0
NYR,20968,PHI,0,0,2022,60,60,22,38,34,26,2,6,0,0.0,1.0
TOR,20969,EDM,1,0,2022,61,60,32,29,37,23,3,7,1,0.0,1.0
ARI,20970,DAL,1,0,2022,60,60,31,29,21,39,3,5,1,0.0,1.0
NJD,20971,COL,0,0,2022,59,59,35,24,39,20,7,7,1,1.0,1.0
CAR,20972,VGK,1,0,2022,60,58,35,25,39,19,6,8,0,0.0,0.0
WSH,20973,ANA,0,0,2022,61,62,20,41,29,33,4,3,0,1.0,0.0
BUF,20974,BOS,1,0,2022,60,60,47,13,33,27,9,5,0,1.0,0.0
NSH,20975,FLA,0,0,2022,62,59,30,32,29,30,6,5,0,1.0,0.0
OTT,20976,NYR,0,0,2022,61,60,35,26,30,30,6,6,1,1.0,1.0
PIT,20977,TBL,0,0,2022,61,60,37,24,30,30,5,5,1,0.0,1.0
SEA,20978,DET,0,0,2022,60,60,28,32,33,27,7,4,0,0.0,1.0
DAL,20979,CHI,0,0,2022,60,61,21,39,32,29,5,4,1,0.0,1.0
TOR,20980,CGY,0,0,2022,61,61,27,34,37,24,3,6,0,0.0,0.0
MIN,20981,VAN,0,0,2022,60,61,24,36,34,27,4,7,1,1.0,1.0
MTL,20982,LAK,1,0,2022,62,60,34,28,26,34,6,6,1,1.0,1.0
STL,20983,SJS,0,0,2022,61,60,18,43,26,34,3,3,1,0.0,0.0
SEA,20984,CBJ,0,0,2022,62,61,20,42,34,27,5,5,0,1.0,1.0
WPG,20985,EDM,1,0,2022,62,61,33,29,35,26,4,4,0,1.0,0.0
CAR,20986,ARI,0,0,2022,61,59,21,40,39,20,4,7,0,0.0,0.0
MTL,20987,ANA,1,0,2022,62,61,20,42,26,35,3,6,0,0.0,0.0
NJD,20988,VGK,1,0,2022,61,60,36,25,40,20,7,7,1,1.0,1.0
DET,20989,NYI,1,0,2022,64,61,31,33,28,33,4,6,0,0.0,0.0
PHI,20990,BUF,0,0,2022,61,61,33,28,22,39,5,2,1,0.0,0.0
NYR,20991,BOS,1,0,2022,61,62,48,13,35,27,9,5,0,1.0,0.0
PIT,20992,FLA,1,0,2022,63,61,30,33,31,30,5,5,1,0.0,1.0
WSH,20993,SJS,0,0,2022,62,63,18,44,30,33,2,3,1,0.0,1.0
CBJ,20994,OTT,1,0,2022,61,63,31,30,20,43,6,5,1,1.0,0.0
EDM,20995,WPG,1,0,2022,62,63,35,27,34,29,3,4,0,0.0,1.0
TOR,20996,VAN,1,0,2022,61,62,24,37,38,24,4,7,1,0.0,1.0
COL,20997,DAL,1,0,2022,62,60,33,29,35,25,4,7,0,1.0,0.0
NSH,20998,CHI,0,0,2022,61,60,21,40,30,30,5,6,0,0.0,1.0
MIN,20999,CGY,0,0,2022,62,62,27,35,35,27,3,7,0,0.0,1.0
STL,21000,LAK,1,0,2022,63,61,35,28,27,34,7,4,1,1.0,1.0
TBL,21001,CAR,1,0,2022,60,62,40,20,37,25,7,4,0,1.0,0.0
DET,21002,PHI,1,0,2022,62,62,23,39,28,34,2,5,1,1.0,0.0
MTL,21003,VGK,1,0,2022,62,62,37,25,26,36,7,5,1,1.0,0.0
NJD,21004,ARI,0,0,2022,62,61,21,41,40,21,4,6,1,0.0,0.0
SEA,21005,COL,0,0,2022,61,62,35,26,35,27,7,6,0,0.0,1.0
EDM,21006,BUF,0,0,2022,62,64,33,29,34,30,5,4,1,0.0,0.0
SJS,21007,WPG,0,0,2022,63,63,36,27,18,45,3,2,1,1.0,0.0
CGY,21008,DAL,0,0,2022,63,63,34,29,27,36,4,2,0,1.0,0.0
OTT,21009,CHI,1,0,2022,62,62,21,41,32,30,5,7,1,0.0,1.0
NSH,21010,VAN,1,0,2022,62,61,25,37,31,30,4,6,0,1.0,1.0
WSH,21011,LAK,1,0,2022,64,64,36,28,31,33,7,3,0,1.0,1.0
CAR,21012,MTL,0,0,2022,63,61,26,37,41,20,4,7,0,0.0,1.0
CBJ,21013,PIT,1,0,2022,62,64,31,31,20,44,5,4,1,0.0,0.0
PHI,21014,TBL,1,0,2022,63,63,37,26,24,39,3,3,1,0.0,1.0
TOR,21015,NJD,0,0,2022,62,63,41,21,38,25,7,6,0,1.0,0.0
VGK,21016,FLA,1,0,2022,64,63,31,33,38,25,5,7,1,1.0,1.0
BUF,21017,NYI,1,0,2022,65,63,32,33,33,30,5,5,1,1.0,0.0
CGY,21018,MIN,0,0,2022,63,64,36,27,28,36,8,3,0,1.0,1.0
SJS,21019,COL,1,0,2022,62,64,35,27,19,45,6,2,1,0.0,1.0
STL,21020,ARI,1,0,2022,63,62,21,42,27,35,4,3,1,0.0,0.0
ANA,21021,SEA,1,0,2022,63,63,36,27,21,42,6,4,1,1.0,1.0
CHI,21022,DET,1,0,2022,63,63,28,35,22,41,4,6,1,0.0,1.0
MIN,21023,WPG,0,0,2022,64,64,36,28,36,28,2,8,1,0.0,0.0
ANA,21024,VAN,1,0,2022,63,64,26,37,21,43,5,4,1,1.0,0.0
DAL,21025,BUF,0,0,2022,64,64,33,31,34,30,4,4,0,0.0,0.0
EDM,21026,BOS,0,0,2022,62,65,49,13,35,30,10,5,0,1.0,1.0
NYI,21027,PIT,0,0,2022,63,66,32,31,33,33,5,6,0,1.0,1.0
NYR,21028,MTL,0,0,2022,64,63,26,38,35,28,3,4,1,0.0,0.0
NJD,21029,WSH,0,0,2022,65,63,31,34,41,22,3,6,1,0.0,0.0
PHI,21030,CAR,1,0,2022,62,64,42,20,24,40,8,3,1,1.0,0.0
VGK,21031,TBL,0,0,2022,64,64,38,26,38,26,3,6,1,1.0,0.0
SJS,21032,STL,1,0,2022,63,65,27,36,19,46,2,2,0,0.0,0.0
LAK,21033,COL,0,0,2022,63,65,36,27,37,28,7,7,1,1.0,1.0
NSH,21034,ARI,1,0,2022,64,62,22,42,31,31,4,6,1,1.0,0.0
OTT,21035,SEA,0,0,2022,64,63,37,27,32,31,7,6,1,1.0,0.0
CHI,21036,FLA,1,0,2022,65,64,32,33,22,42,6,5,1,1.0,0.0
ANA,21037,CGY,0,0,2022,65,65,29,36,21,44,4,4,0,1.0,0.0
DET,21038,BOS,1,0,2022,63,64,49,14,29,35,9,4,0,0.0,1.0
PHI,21039,PIT,1,0,2022,64,65,32,32,24,41,5,3,1,0.0,0.0
NYR,21040,BUF,0,0,2022,65,64,33,32,36,28,3,4,0,0.0,1.0
ARI,21041,COL,1,0,2022,64,65,36,28,23,42,6,4,1,0.0,1.0
CHI,21042,TBL,1,0,2022,65,65,38,27,22,43,3,4,0,0.0,0.0
EDM,21043,TOR,1,0,2022,64,66,39,25,36,30,7,6,1,1.0,1.0
NJD,21044,MTL,0,0,2022,65,64,26,39,42,22,3,7,0,0.0,1.0
STL,21045,CBJ,0,0,2022,65,64,20,45,28,36,4,2,1,0.0,1.0
VGK,21046,CAR,0,0,2022,63,65,43,20,39,26,8,6,1,1.0,1.0
WPG,21047,FLA,0,0,2022,66,65,33,33,36,29,6,2,0,1.0,0.0
WSH,21048,NYI,0,0,2022,67,66,34,33,31,35,7,3,1,1.0,0.0
DAL,21049,SEA,0,0,2022,65,65,37,28,35,30,6,5,0,0.0,1.0
OTT,21050,VAN,1,0,2022,64,64,27,37,33,31,6,6,1,1.0,1.0
MIN,21051,SJS,0,0,2022,66,65,19,47,37,28,2,8,0,0.0,1.0
NSH,21052,LAK,0,0,2022,66,63,38,28,31,32,7,6,0,1.0,0.0
BOS,21053,DET,1,0,2022,65,64,29,36,50,14,3,9,0,0.0,1.0
NYR,21054,PIT,1,0,2022,65,65,33,32,37,28,6,4,0,1.0,1.0
CAR,21055,NJD,1,0,2022,65,64,43,22,43,21,7,7,0,1.0,0.0
VGK,21056,STL,0,0,2022,65,66,29,36,40,26,3,6,0,1.0,1.0
WPG,21057,TBL,0,0,2022,66,66,39,27,37,29,4,3,0,1.0,1.0
MIN,21058,ARI,1,0,2022,66,66,23,43,38,28,4,8,0,0.0,1.0
OTT,21059,CGY,1,0,2022,66,65,29,37,33,32,3,6,1,0.0,0.0
NSH,21060,ANA,0,0,2022,66,64,22,44,32,32,5,6,0,1.0,1.0
BUF,21061,TOR,0,0,2022,65,66,40,25,33,33,7,3,1,1.0,0.0
COL,21062,MTL,0,0,2022,66,65,26,40,37,28,3,6,1,0.0,1.0
DAL,21063,SEA,0,0,2022,66,66,37,29,36,30,5,6,0,0.0,1.0
MTL,21064,PIT,0,0,2022,66,67,34,32,26,41,7,2,1,1.0,0.0
TBL,21065,NJD,0,0,2022,66,67,44,22,39,28,7,3,0,1.0,0.0
VGK,21066,PHI,0,0,2022,66,67,24,42,41,26,3,7,1,0.0,1.0
WSH,21067,NYR,1,0,2022,66,67,37,29,32,35,4,4,1,0.0,1.0
WPG,21068,CAR,1,0,2022,65,67,43,22,38,29,6,3,0,0.0,1.0
DET,21069,NSH,1,0,2022,65,66,33,32,30,36,7,4,1,1.0,1.0
BOS,21070,CHI,1,0,2022,66,65,22,44,50,15,3,8,0,0.0,0.0
OTT,21071,EDM,1,0,2022,67,66,36,31,33,33,6,5,1,0.0,0.0
CGY,21072,ARI,1,0,2022,67,67,24,43,30,37,4,4,0,1.0,1.0
DAL,21073,VAN,1,0,2022,65,67,28,37,37,30,7,7,0,1.0,1.0
CBJ,21074,SJS,0,0,2022,67,66,19,48,20,46,2,3,0,0.0,0.0
NYI,21075,LAK,1,0,2022,67,68,38,29,34,34,6,6,1,0.0,0.0
BUF,21076,WSH,1,0,2022,68,67,32,36,34,33,4,3,1,0.0,1.0
COL,21077,TOR,0,0,2022,66,66,40,26,38,28,6,6,0,0.0,1.0
MIN,21078,STL,0,0,2022,66,67,29,37,38,29,3,7,1,0.0,0.0
NYI,21079,ANA,0,0,2022,67,69,22,45,34,35,5,6,0,0.0,0.0
COL,21080,OTT,0,0,2022,67,67,33,34,39,28,5,6,0,0.0,1.0
MTL,21081,FLA,1,0,2022,67,68,33,34,27,41,6,2,1,0.0,1.0
PIT,21082,NYR,1,0,2022,67,67,38,29,34,33,5,7,0,1.0,0.0
TBL,21083,NJD,0,0,2022,67,68,44,23,40,28,7,4,0,0.0,1.0
BOS,21084,WPG,0,0,2022,68,66,38,30,50,16,3,7,1,0.0,0.0
CHI,21085,NSH,0,0,2022,66,67,34,32,23,44,7,3,1,1.0,1.0
DAL,21086,EDM,1,0,2022,68,68,37,31,37,31,6,7,1,1.0,0.0
CGY,21087,VGK,0,0,2022,68,68,42,26,30,38,7,3,0,1.0,0.0
VAN,21088,ARI,1,0,2022,68,66,25,43,29,37,5,7,0,1.0,1.0
CBJ,21089,LAK,1,0,2022,68,67,39,29,21,46,7,3,1,1.0,1.0
SEA,21090,SJS,0,0,2022,68,67,19,49,37,30,1,5,0,0.0,0.0
BUF,21091,PHI,1,0,2022,67,68,24,43,34,34,2,2,0,0.0,0.0
CAR,21092,TOR,1,0,2022,67,66,40,27,44,22,6,6,0,0.0,1.0
STL,21093,WSH,0,0,2022,69,67,33,36,29,38,5,3,1,1.0,0.0
CBJ,21094,ANA,1,0,2022,68,68,22,46,21,47,5,3,0,0.0,0.0
COL,21095,DET,0,0,2022,67,68,30,37,40,28,3,6,1,0.0,1.0
BOS,21096,MIN,0,0,2022,68,67,39,29,51,16,7,7,1,1.0,1.0
