awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
DAL,30016,STL,0,1,2019,73,71,42,31,37,34,6,2,1,0.0,0.0
MTL,30021,PIT,0,1,2019,69,71,40,29,31,40,3,4,1,1.0,0.0
MTL,30022,PIT,1,1,2019,70,72,40,30,32,40,3,5,1,0.0,1.0
PIT,30023,MTL,1,1,2019,73,71,32,41,41,30,4,4,0,0.0,1.0
PIT,30024,MTL,1,1,2019,74,72,33,41,41,31,4,4,0,1.0,0.0
NYR,30031,CAR,1,1,2019,68,70,38,30,37,33,5,5,0,1.0,0.0
NYR,30032,CAR,1,1,2019,69,71,39,30,37,34,5,4,0,1.0,0.0
CAR,30033,NYR,0,1,2019,72,70,37,35,40,30,3,6,0,0.0,1.0
FLA,30041,NYI,1,1,2019,68,69,35,33,35,34,2,4,0,0.0,1.0
FLA,30042,NYI,1,1,2019,69,70,36,33,35,35,3,3,0,1.0,0.0
NYI,30043,FLA,1,1,2019,71,70,35,36,37,33,3,3,0,0.0,1.0
NYI,30044,FLA,0,1,2019,72,71,36,36,37,34,4,2,0,1.0,0.0
CBJ,30051,TOR,0,1,2019,70,70,36,34,33,37,5,3,0,1.0,1.0
CBJ,30052,TOR,1,1,2019,71,71,36,35,34,37,5,4,0,0.0,1.0
TOR,30053,CBJ,1,1,2019,72,72,34,38,37,35,4,5,1,0.0,1.0
TOR,30054,CBJ,0,1,2019,73,73,35,38,37,36,5,5,1,1.0,0.0
CBJ,30055,TOR,0,1,2019,74,74,38,36,35,39,5,4,0,1.0,0.0
CHI,30061,EDM,0,1,2019,71,70,37,34,32,38,5,6,1,0.0,1.0
CHI,30062,EDM,1,1,2019,72,71,37,35,33,38,4,6,1,0.0,1.0
EDM,30063,CHI,1,1,2019,72,73,33,39,38,35,6,5,0,0.0,1.0
EDM,30064,CHI,1,1,2019,73,74,34,39,38,36,7,5,0,1.0,0.0
ARI,30071,NSH,0,1,2019,69,70,35,34,33,37,6,5,1,1.0,0.0
ARI,30072,NSH,1,1,2019,70,71,35,35,34,37,6,5,1,0.0,1.0
NSH,30073,ARI,1,1,2019,72,71,34,38,36,35,4,6,1,0.0,1.0
NSH,30074,ARI,1,1,2019,73,72,35,38,36,36,5,5,1,1.0,0.0
MIN,30081,VAN,0,1,2019,69,69,36,33,35,34,4,7,1,1.0,1.0
MIN,30082,VAN,1,1,2019,70,70,36,34,36,34,4,7,1,0.0,1.0
VAN,30083,MIN,0,1,2019,71,71,36,35,37,34,7,4,1,0.0,1.0
VAN,30084,MIN,0,1,2019,72,72,36,36,38,34,6,4,1,0.0,1.0
WPG,30091,CGY,1,1,2019,70,71,36,34,37,34,6,6,1,0.0,1.0
WPG,30092,CGY,0,1,2019,71,72,37,34,37,35,6,5,1,1.0,0.0
CGY,30093,WPG,0,1,2019,73,72,38,35,37,35,6,6,1,1.0,0.0
CGY,30094,WPG,0,1,2019,74,73,38,36,38,35,6,6,1,0.0,1.0
MTL,30111,PHI,1,1,2019,72,75,44,28,34,41,9,5,1,1.0,1.0
MTL,30112,PHI,0,1,2019,73,76,45,28,34,42,9,5,1,1.0,0.0
PHI,30113,MTL,0,1,2019,77,74,35,42,45,29,5,8,1,1.0,0.0
PHI,30114,MTL,0,1,2019,78,75,35,43,46,29,4,8,1,0.0,1.0
MTL,30115,PHI,0,1,2019,76,79,47,29,35,44,8,4,1,1.0,0.0
PHI,30116,MTL,0,1,2019,80,77,36,44,47,30,5,7,1,1.0,0.0
CBJ,30121,TBL,1,1,2019,73,75,45,28,36,39,5,5,1,0.0,1.0
CBJ,30122,TBL,0,1,2019,74,76,46,28,36,40,6,5,1,1.0,0.0
TBL,30123,CBJ,0,1,2019,77,75,37,40,46,29,5,5,0,1.0,0.0
TBL,30124,CBJ,0,1,2019,78,76,37,41,47,29,5,6,0,0.0,1.0
CBJ,30125,TBL,1,1,2019,77,79,48,29,37,42,6,5,1,1.0,0.0
NYI,30131,WSH,0,1,2019,72,72,42,30,38,34,4,3,1,1.0,1.0
NYI,30132,WSH,0,1,2019,73,73,42,31,39,34,3,4,1,0.0,1.0
WSH,30133,NYI,1,1,2019,74,74,40,34,42,32,5,3,1,1.0,0.0
WSH,30134,NYI,0,1,2019,75,75,41,34,42,33,6,2,1,1.0,0.0
NYI,30135,WSH,0,1,2019,76,76,43,33,41,35,3,6,1,1.0,0.0
CAR,30141,BOS,1,1,2019,73,71,44,29,41,30,5,6,0,0.0,1.0
CAR,30142,BOS,0,1,2019,74,72,45,29,41,31,6,6,0,1.0,0.0
BOS,30143,CAR,0,1,2019,73,75,42,31,45,30,7,5,0,1.0,0.0
BOS,30144,CAR,0,1,2019,74,76,42,32,46,30,7,5,0,0.0,1.0
CAR,30145,BOS,1,1,2019,77,75,47,30,42,33,5,7,0,1.0,0.0
CHI,30151,VGK,1,1,2019,74,74,42,32,35,39,8,7,1,1.0,1.0
CHI,30152,VGK,1,1,2019,75,75,43,32,35,40,8,6,1,1.0,0.0
VGK,30153,CHI,0,1,2019,76,76,35,41,44,32,5,8,0,0.0,1.0
VGK,30154,CHI,1,1,2019,77,77,35,42,45,32,4,9,0,0.0,1.0
CHI,30155,VGK,1,1,2019,78,78,45,33,36,42,8,5,1,0.0,1.0
ARI,30161,COL,1,1,2019,73,74,44,29,36,38,6,6,1,0.0,1.0
ARI,30162,COL,1,1,2019,74,75,45,29,36,39,6,5,1,1.0,0.0
COL,30163,ARI,1,1,2019,76,75,36,40,46,29,5,6,1,0.0,1.0
COL,30164,ARI,0,1,2019,77,76,37,40,46,30,5,6,1,1.0,0.0
ARI,30165,COL,1,1,2019,77,78,47,30,37,41,7,4,1,1.0,0.0
CGY,30171,DAL,0,1,2019,72,74,38,34,39,35,2,6,0,1.0,1.0
CGY,30172,DAL,1,1,2019,73,75,38,35,40,35,1,7,0,0.0,1.0
DAL,30173,CGY,1,1,2019,76,74,40,36,39,35,7,2,1,0.0,1.0
DAL,30174,CGY,0,1,2019,77,75,41,36,39,36,7,2,1,1.0,0.0
CGY,30175,DAL,1,1,2019,76,78,40,36,41,37,3,6,0,1.0,0.0
DAL,30176,CGY,0,1,2019,79,77,41,38,41,36,5,4,1,0.0,1.0
VAN,30181,STL,0,1,2019,74,73,42,32,39,34,5,5,1,0.0,1.0
VAN,30182,STL,0,1,2019,75,74,42,33,40,34,4,6,1,0.0,1.0
STL,30183,VAN,0,1,2019,75,76,41,34,42,34,7,3,0,1.0,0.0
STL,30184,VAN,0,1,2019,76,77,41,35,43,34,7,3,0,0.0,1.0
VAN,30185,STL,0,1,2019,78,77,44,34,41,36,3,6,1,1.0,0.0
STL,30186,VAN,1,1,2019,78,79,42,36,44,35,7,3,0,1.0,0.0
NYI,30211,PHI,0,1,2019,78,77,48,30,42,35,7,7,0,1.0,1.0
NYI,30212,PHI,1,1,2019,79,78,48,31,43,35,7,8,0,0.0,1.0
PHI,30213,NYI,1,1,2019,79,80,43,36,49,31,7,7,0,0.0,1.0
PHI,30214,NYI,1,1,2019,80,81,44,36,49,32,7,6,0,1.0,0.0
NYI,30215,PHI,1,1,2019,82,81,49,33,45,36,5,8,0,0.0,1.0
PHI,30216,NYI,0,1,2019,82,83,45,37,50,33,7,5,0,0.0,1.0
NYI,30217,PHI,0,1,2019,84,83,51,33,45,38,6,6,0,1.0,0.0
BOS,30221,TBL,0,1,2019,78,78,49,29,48,30,6,5,1,1.0,1.0
BOS,30222,TBL,1,1,2019,79,79,49,30,49,30,6,6,1,0.0,1.0
TBL,30223,BOS,0,1,2019,80,80,49,31,50,30,5,7,0,0.0,1.0
TBL,30224,BOS,0,1,2019,81,81,49,32,51,30,5,7,0,0.0,1.0
BOS,30225,TBL,1,1,2019,82,82,52,30,49,33,7,5,1,1.0,0.0
VAN,30231,VGK,1,1,2019,79,79,46,33,43,36,9,7,1,1.0,1.0
VAN,30232,VGK,0,1,2019,80,80,47,33,43,37,9,7,1,1.0,0.0
VGK,30233,VAN,0,1,2019,81,81,44,37,47,34,7,8,1,1.0,0.0
VGK,30234,VAN,0,1,2019,82,82,44,38,48,34,6,8,1,0.0,1.0
VAN,30235,VGK,0,1,2019,83,83,49,34,44,39,8,5,1,1.0,0.0
VGK,30236,VAN,1,1,2019,84,84,45,39,49,35,5,7,1,1.0,0.0
VAN,30237,VGK,1,1,2019,85,85,49,36,46,39,6,5,1,0.0,1.0
DAL,30241,COL,0,1,2019,78,78,48,30,42,36,7,5,0,1.0,1.0
DAL,30242,COL,0,1,2019,79,79,48,31,43,36,7,6,0,0.0,1.0
COL,30243,DAL,0,1,2019,80,80,44,36,48,32,7,6,0,1.0,0.0
COL,30244,DAL,1,1,2019,81,81,44,37,49,32,7,6,0,0.0,1.0
DAL,30245,COL,1,1,2019,82,82,49,33,45,37,5,7,0,0.0,1.0
COL,30246,DAL,0,1,2019,83,83,45,38,50,33,7,6,0,0.0,1.0
DAL,30247,COL,0,1,2019,84,84,51,33,45,39,6,6,0,1.0,0.0
NYI,30311,TBL,1,1,2019,83,84,53,30,46,38,8,6,1,1.0,1.0
NYI,30312,TBL,1,1,2019,84,85,54,30,46,39,8,5,1,1.0,0.0
TBL,30313,NYI,1,1,2019,86,85,46,40,55,30,5,9,0,0.0,1.0
TBL,30314,NYI,0,1,2019,87,86,47,40,55,31,5,8,0,1.0,0.0
NYI,30315,TBL,0,1,2019,87,88,56,31,47,41,8,4,1,1.0,0.0
TBL,30316,NYI,0,1,2019,89,88,48,41,56,32,5,7,0,1.0,0.0
DAL,30321,VGK,0,1,2019,86,85,50,36,46,39,6,7,1,1.0,1.0
DAL,30322,VGK,1,1,2019,87,86,50,37,47,39,5,7,1,0.0,1.0
VGK,30323,DAL,1,1,2019,87,88,47,40,51,37,6,6,1,0.0,1.0
VGK,30324,DAL,1,1,2019,88,89,48,40,51,38,6,5,1,1.0,0.0
DAL,30325,VGK,0,1,2019,90,89,51,39,49,40,4,6,1,0.0,1.0
DAL,30411,TBL,0,1,2019,89,90,57,32,50,40,8,6,1,1.0,1.0
DAL,30412,TBL,1,1,2019,90,91,57,33,51,40,7,7,1,0.0,1.0
TBL,30413,DAL,0,1,2019,92,91,51,41,58,33,6,7,1,0.0,1.0
TBL,30414,DAL,0,1,2019,93,92,51,42,59,33,6,7,1,0.0,1.0
DAL,30415,TBL,0,1,2019,93,94,60,33,51,43,7,6,1,1.0,0.0
TBL,30416,DAL,0,1,2019,95,94,52,43,60,34,6,6,1,1.0,0.0
PIT,20001,PHI,1,0,2020,0,0,0,0,0,0,0,0,0,,
CHI,20002,TBL,1,0,2020,0,0,0,0,0,0,0,0,0,,
MTL,20003,TOR,1,0,2020,0,0,0,0,0,0,0,0,1,,
VAN,20004,EDM,0,0,2020,0,0,0,0,0,0,0,0,1,,
STL,20005,COL,0,0,2020,0,0,0,0,0,0,0,0,0,,
WSH,20006,BUF,0,0,2020,0,0,0,0,0,0,0,0,1,,
BOS,20007,NJD,0,0,2020,0,0,0,0,0,0,0,0,1,,
NYI,20008,NYR,0,0,2020,0,0,0,0,0,0,0,0,1,,
DAL,20009,FLA,1,0,2020,0,0,0,0,0,0,0,0,1,,
CAR,20010,DET,0,0,2020,0,0,0,0,0,0,0,0,0,,
CBJ,20011,NSH,1,0,2020,0,0,0,0,0,0,0,0,1,,
CGY,20012,WPG,1,0,2020,0,0,0,0,0,0,0,0,1,,
VAN,20013,EDM,1,0,2020,1,1,0,1,1,0,0,1,1,0.0,1.0
SJS,20014,ARI,0,0,2020,0,0,0,0,0,0,0,0,1,,
ANA,20015,VGK,1,0,2020,0,0,0,0,0,0,0,0,0,,
MIN,20016,LAK,0,0,2020,0,0,0,0,0,0,0,0,0,,
WSH,20017,BUF,0,0,2020,1,1,0,1,1,0,0,1,1,0.0,1.0
PIT,20018,PHI,1,0,2020,1,1,1,0,0,1,1,0,0,1.0,0.0
CHI,20019,TBL,1,0,2020,1,1,1,0,0,1,1,0,0,1.0,0.0
DAL,20020,FLA,1,0,2020,1,1,1,0,0,1,1,0,1,1.0,0.0
TOR,20021,OTT,1,0,2020,0,1,0,0,1,0,0,1,1,,1.0
STL,20022,COL,1,0,2020,1,1,0,1,1,0,0,1,0,0.0,1.0
BOS,20023,NJD,1,0,2020,1,1,0,1,1,0,0,1,1,0.0,1.0
NYI,20024,NYR,1,0,2020,1,1,0,1,1,0,0,1,1,0.0,1.0
CAR,20025,DET,1,0,2020,1,1,0,1,1,0,0,1,0,0.0,1.0
CBJ,20026,NSH,1,0,2020,1,1,1,0,0,1,1,0,1,1.0,0.0
TOR,20027,OTT,0,0,2020,1,2,1,0,1,1,1,1,1,1.0,0.0
VAN,20028,CGY,1,0,2020,1,2,0,1,1,1,0,1,0,0.0,0.0
MTL,20029,EDM,0,0,2020,2,1,1,1,0,1,1,0,1,1.0,0.0
SJS,20030,ARI,1,0,2020,1,1,0,1,1,0,0,1,1,0.0,1.0
ANA,20031,VGK,1,0,2020,1,1,1,0,0,1,1,0,0,1.0,0.0
MIN,20032,LAK,0,0,2020,1,1,0,1,1,0,0,1,0,0.0,1.0
DAL,20033,TBL,1,0,2020,2,2,2,0,0,2,2,0,1,1.0,0.0
CHI,20034,FLA,1,0,2020,2,2,2,0,0,2,2,0,1,1.0,0.0
WSH,20035,PIT,1,0,2020,2,2,0,2,2,0,0,2,0,0.0,1.0
BOS,20036,NYI,1,0,2020,2,2,1,1,1,1,1,1,1,0.0,0.0
BUF,20037,PHI,0,0,2020,2,2,2,0,0,2,2,0,0,1.0,0.0
CBJ,20038,DET,0,0,2020,2,2,1,1,0,2,1,0,1,1.0,0.0
SJS,20039,STL,1,0,2020,2,2,1,1,1,1,1,1,0,0.0,0.0
CAR,20040,NSH,0,0,2020,2,2,2,0,1,1,2,1,0,1.0,0.0
WPG,20041,TOR,1,0,2020,3,1,2,1,1,0,2,1,1,1.0,1.0
VAN,20042,CGY,1,0,2020,2,3,1,1,1,2,1,1,0,1.0,0.0
MTL,20043,EDM,0,0,2020,3,2,1,2,1,1,1,1,1,0.0,1.0
ARI,20044,VGK,1,0,2020,2,2,2,0,1,1,2,1,0,1.0,1.0
MIN,20045,ANA,1,0,2020,2,2,0,2,2,0,0,2,0,0.0,1.0
NJD,20046,NYR,0,0,2020,2,2,1,1,1,1,1,1,1,1.0,1.0
BUF,20047,PHI,1,0,2020,3,3,2,1,1,2,2,1,0,0.0,1.0
DAL,20048,TBL,0,0,2020,3,3,3,0,0,3,3,0,1,1.0,0.0
CHI,20049,FLA,1,0,2020,3,3,3,0,0,3,3,0,1,1.0,0.0
WSH,20050,PIT,1,0,2020,3,3,1,2,2,1,1,2,0,1.0,0.0
CBJ,20051,DET,1,0,2020,3,3,1,2,1,2,1,1,1,0.0,1.0
CAR,20052,NSH,0,0,2020,3,3,2,1,2,1,2,2,0,0.0,1.0
WPG,20053,OTT,0,0,2020,2,2,1,1,1,1,1,1,0,0.0,0.0
COL,20054,LAK,0,0,2020,2,2,0,2,1,1,0,1,1,0.0,1.0
SJS,20055,STL,0,0,2020,3,3,2,1,1,2,2,1,0,1.0,0.0
EDM,20056,TOR,0,0,2020,4,4,3,1,1,3,3,1,1,1.0,0.0
MTL,20057,VAN,1,0,2020,4,3,1,3,2,1,1,2,1,0.0,1.0
ARI,20058,VGK,1,0,2020,3,3,3,0,1,2,3,1,0,1.0,0.0
MIN,20059,ANA,0,0,2020,3,3,1,2,2,1,1,2,0,1.0,0.0
PHI,20060,BOS,1,0,2020,3,4,1,2,3,1,1,3,1,0.0,1.0
NJD,20061,NYI,1,0,2020,3,3,2,1,2,1,2,2,0,1.0,1.0
FLA,20062,CAR,0,0,2020,4,4,3,1,4,0,3,4,1,1.0,1.0
TBL,20063,CBJ,0,0,2020,4,4,1,3,3,1,1,3,0,0.0,0.0
WPG,20064,OTT,0,0,2020,3,3,1,2,2,1,1,2,0,0.0,1.0
MTL,20065,VAN,0,0,2020,5,4,2,3,2,2,2,2,1,1.0,0.0
COL,20066,LAK,1,0,2020,3,3,0,3,2,1,0,2,1,0.0,1.0
BUF,20067,WSH,1,0,2020,4,4,2,2,1,3,2,1,1,0.0,0.0
NYR,20068,PIT,1,0,2020,4,3,2,2,1,2,2,1,0,1.0,0.0
DET,20069,CHI,1,0,2020,4,4,0,4,2,2,0,2,0,0.0,1.0
EDM,20070,TOR,1,0,2020,5,5,3,2,2,3,3,2,1,0.0,1.0
SJS,20071,MIN,1,0,2020,4,4,3,1,2,2,3,2,1,1.0,1.0
NSH,20072,DAL,1,0,2020,4,4,1,3,2,2,1,2,0,1.0,0.0
VGK,20073,ARI,1,0,2020,4,4,1,3,4,0,1,4,1,0.0,1.0
COL,20074,ANA,0,0,2020,4,4,1,3,2,2,1,2,1,0.0,0.0
PHI,20075,BOS,1,0,2020,4,5,2,2,3,2,2,3,1,1.0,0.0
FLA,20076,CAR,1,0,2020,5,5,3,2,5,0,3,5,1,0.0,1.0
TBL,20077,CBJ,1,0,2020,5,5,1,4,4,1,1,4,0,0.0,1.0
LAK,20078,STL,1,0,2020,4,4,2,2,1,3,2,1,1,0.0,1.0
OTT,20079,WPG,1,0,2020,4,4,3,1,1,3,3,1,0,1.0,0.0
MTL,20080,VAN,0,0,2020,6,5,2,4,3,2,2,3,1,0.0,1.0
NYI,20081,NJD,1,0,2020,4,4,2,2,3,1,2,3,0,0.0,1.0
BUF,20082,WSH,0,0,2020,5,5,3,2,1,4,3,1,1,1.0,0.0
NYR,20083,PIT,1,0,2020,5,4,3,2,1,3,3,1,0,1.0,0.0
DET,20084,CHI,1,0,2020,5,5,1,4,2,3,1,2,0,1.0,0.0
LAK,20085,STL,0,0,2020,5,5,3,2,1,4,3,1,1,1.0,0.0
EDM,20086,WPG,0,0,2020,5,6,4,1,2,4,4,2,0,1.0,0.0
TOR,20087,CGY,0,0,2020,3,6,2,1,4,2,2,4,0,1.0,1.0
SJS,20088,MIN,0,0,2020,5,5,4,1,2,3,4,2,1,1.0,0.0
NSH,20089,DAL,1,0,2020,5,5,2,3,2,3,2,2,0,1.0,0.0
VGK,20090,ARI,0,0,2020,5,5,2,3,4,1,2,4,1,1.0,0.0
COL,20091,ANA,1,0,2020,5,5,1,4,3,2,1,3,1,0.0,1.0
OTT,20092,VAN,1,0,2020,7,5,2,5,1,4,2,1,1,0.0,0.0
PIT,20093,BOS,1,0,2020,5,6,3,2,4,2,3,4,1,1.0,1.0
NYR,20094,BUF,1,0,2020,6,5,2,4,1,4,2,1,0,1.0,0.0
PHI,20095,NJD,0,0,2020,5,6,3,2,3,3,3,3,1,1.0,0.0
NYI,20096,WSH,1,0,2020,6,5,3,3,3,2,3,3,1,0.0,0.0
TBL,20097,CAR,0,0,2020,6,6,4,2,4,2,4,4,0,1.0,0.0
FLA,20098,CBJ,0,0,2020,6,6,2,4,5,1,2,5,0,1.0,0.0
CHI,20099,NSH,1,0,2020,6,6,2,4,2,4,2,2,1,0.0,1.0
EDM,20100,WPG,1,0,2020,6,7,4,2,3,4,4,3,0,0.0,1.0
TOR,20101,CGY,0,0,2020,4,7,2,2,5,2,2,5,0,0.0,1.0
LAK,20102,MIN,0,0,2020,6,6,4,2,2,4,4,2,0,0.0,1.0
DET,20103,DAL,1,0,2020,6,6,3,3,2,4,3,2,1,1.0,0.0
SJS,20104,COL,1,0,2020,6,6,3,3,3,3,3,3,1,0.0,1.0
ANA,20105,ARI,0,0,2020,6,6,2,4,2,4,2,2,1,0.0,1.0
STL,20106,VGK,0,0,2020,6,6,5,1,3,3,5,3,0,1.0,0.0
CHI,20107,NSH,1,0,2020,7,7,3,4,2,5,3,2,1,1.0,0.0
OTT,20108,VAN,1,0,2020,8,6,3,5,1,5,3,1,1,1.0,0.0
PIT,20109,BOS,1,0,2020,6,7,4,2,4,3,4,4,1,1.0,0.0
NYR,20110,BUF,0,0,2020,7,6,3,4,1,5,3,1,0,1.0,0.0
PHI,20111,NJD,0,0,2020,6,7,3,3,4,3,3,4,1,0.0,1.0
NYI,20112,WSH,1,0,2020,7,6,4,3,3,3,4,3,1,1.0,0.0
TBL,20113,CAR,1,0,2020,7,7,4,3,5,2,4,5,0,0.0,1.0
FLA,20114,CBJ,1,0,2020,7,7,2,5,6,1,2,6,0,0.0,1.0
CGY,20115,MTL,1,0,2020,6,5,4,2,2,3,4,2,0,1.0,0.0
TOR,20116,EDM,0,0,2020,8,8,3,5,6,2,3,6,1,0.0,1.0
OTT,20117,VAN,1,0,2020,9,7,4,5,1,6,4,1,1,1.0,0.0
LAK,20118,MIN,1,0,2020,7,7,4,3,3,4,4,3,0,0.0,1.0
DET,20119,DAL,1,0,2020,7,7,4,3,2,5,4,2,1,1.0,0.0
SJS,20120,COL,1,0,2020,7,7,4,3,3,4,4,3,1,1.0,0.0
ANA,20121,ARI,1,0,2020,7,7,2,5,3,4,2,3,1,0.0,1.0
STL,20122,VGK,1,0,2020,7,7,5,2,4,3,5,4,0,0.0,1.0
CBJ,20123,CHI,0,0,2020,8,8,2,6,3,5,2,3,0,0.0,1.0
NJD,20124,BUF,1,0,2020,8,7,3,5,3,4,3,3,1,0.0,0.0
PIT,20125,NYR,0,0,2020,7,8,2,5,4,4,2,4,0,1.0,0.0
NYI,20126,PHI,1,0,2020,8,7,5,3,3,4,5,3,0,1.0,0.0
BOS,20127,WSH,1,0,2020,8,7,5,3,5,2,5,5,1,1.0,1.0
DAL,20128,CAR,1,0,2020,8,8,5,3,5,3,5,5,0,1.0,1.0
NSH,20129,TBL,1,0,2020,8,8,5,3,4,4,5,4,1,0.0,1.0
FLA,20130,DET,0,0,2020,8,8,2,6,6,2,2,6,0,0.0,0.0
CGY,20131,MTL,0,0,2020,7,6,5,2,2,4,5,2,0,1.0,0.0
VAN,20132,WPG,0,0,2020,7,10,5,2,5,5,5,5,1,1.0,1.0
TOR,20133,EDM,1,0,2020,9,9,3,6,7,2,3,7,1,0.0,1.0
COL,20134,MIN,0,0,2020,8,8,5,3,5,3,5,5,0,1.0,1.0
STL,20135,ANA,0,0,2020,8,8,3,5,4,4,3,4,0,0.0,0.0
NJD,20136,BUF,0,0,2020,9,8,4,5,3,5,4,3,1,1.0,0.0
NYI,20137,PHI,1,0,2020,9,8,6,3,3,5,6,3,0,1.0,0.0
DAL,20138,CAR,1,0,2020,9,9,6,3,5,4,6,5,0,1.0,0.0
FLA,20139,DET,0,0,2020,9,9,2,7,7,2,2,7,0,0.0,1.0
CBJ,20140,CHI,1,0,2020,9,9,2,7,4,5,2,4,0,0.0,1.0
OTT,20141,EDM,1,0,2020,10,8,4,6,1,7,4,1,1,1.0,0.0
COL,20142,MIN,1,0,2020,9,9,5,4,6,3,5,6,0,0.0,1.0
STL,20143,ANA,0,0,2020,9,9,3,6,5,4,3,5,0,0.0,1.0
PIT,20144,NYR,1,0,2020,8,9,2,6,5,4,2,5,0,0.0,1.0
BOS,20145,WSH,0,0,2020,9,8,6,3,5,3,6,5,1,1.0,0.0
NSH,20146,TBL,1,0,2020,9,9,6,3,4,5,6,4,1,1.0,0.0
VAN,20147,MTL,1,0,2020,8,11,5,3,6,5,5,5,0,0.0,1.0
CGY,20148,WPG,0,0,2020,8,7,5,3,3,4,5,3,1,0.0,1.0
VGK,20149,SJS,0,0,2020,8,8,3,5,6,2,3,6,0,0.0,1.0
BUF,20150,NYI,1,0,2020,9,10,3,6,4,6,3,4,1,0.0,0.0
NJD,20151,PIT,0,0,2020,10,9,5,5,4,5,5,4,0,0.0,1.0
DAL,20152,CBJ,0,0,2020,10,10,4,6,5,5,4,5,0,0.0,0.0
CAR,20153,CHI,0,0,2020,10,10,3,7,7,3,3,7,0,1.0,1.0
ARI,20154,STL,1,0,2020,10,8,6,4,3,5,6,3,1,1.0,1.0
VAN,20155,MTL,1,0,2020,9,12,6,3,6,6,6,5,0,1.0,0.0
CGY,20156,WPG,1,0,2020,9,8,5,4,4,4,5,4,1,0.0,1.0
OTT,20157,EDM,1,0,2020,11,9,5,6,1,8,5,1,1,1.0,0.0
MIN,20158,COL,1,0,2020,10,10,6,4,6,4,6,6,1,0.0,1.0
BOS,20159,PHI,0,0,2020,10,9,7,3,6,3,7,6,1,1.0,1.0
DET,20160,TBL,1,0,2020,10,10,7,3,2,8,7,2,0,1.0,0.0
ANA,20161,LAK,0,0,2020,8,10,3,5,3,7,3,3,1,0.0,0.0
VGK,20162,SJS,0,0,2020,9,9,3,6,7,2,3,7,0,0.0,1.0
BUF,20163,NYI,1,0,2020,10,11,4,6,4,7,4,4,1,1.0,0.0
WSH,20164,NYR,1,0,2020,9,10,3,6,6,4,3,6,1,1.0,0.0
NSH,20165,FLA,0,0,2020,10,10,8,2,4,6,8,4,0,1.0,0.0
NJD,20166,PIT,1,0,2020,11,10,5,6,5,5,5,5,0,0.0,1.0
DAL,20167,CBJ,1,0,2020,11,11,4,7,6,5,4,6,0,0.0,1.0
CAR,20168,CHI,1,0,2020,11,11,3,8,8,3,3,7,0,0.0,1.0
ARI,20169,STL,0,0,2020,11,9,7,4,3,6,6,3,1,1.0,0.0
OTT,20170,MTL,0,0,2020,10,10,7,3,1,9,7,1,0,1.0,0.0
VAN,20171,TOR,1,0,2020,10,13,7,3,6,7,7,5,1,0.0,0.0
CGY,20172,WPG,1,0,2020,10,9,6,4,4,5,6,4,1,1.0,0.0
MIN,20173,COL,0,0,2020,11,11,7,4,6,5,7,5,1,1.0,0.0
BOS,20174,PHI,0,0,2020,11,10,7,4,7,3,6,7,1,0.0,1.0
DET,20175,TBL,1,0,2020,11,11,8,3,2,9,7,2,0,1.0,0.0
NSH,20176,FLA,1,0,2020,11,11,8,3,5,6,7,4,0,0.0,1.0
LAK,20177,VGK,1,0,2020,10,9,8,2,3,6,8,3,1,1.0,0.0
SJS,20178,ANA,0,0,2020,11,10,4,7,3,7,4,3,1,1.0,0.0
BUF,20179,BOS,1,0,2020,11,12,8,3,4,8,7,4,0,1.0,0.0
NYR,20180,NJD,0,0,2020,11,10,5,6,4,6,5,4,0,0.0,1.0
PIT,20181,NYI,1,0,2020,11,12,5,6,6,6,4,6,1,1.0,1.0
COL,20182,STL,0,0,2020,12,12,7,5,7,5,6,6,0,0.0,0.0
MTL,20183,OTT,0,0,2020,11,11,2,9,7,4,1,7,1,1.0,0.0
VAN,20184,TOR,1,0,2020,11,14,8,3,6,8,7,5,1,1.0,0.0
EDM,20185,CGY,1,0,2020,10,12,4,6,6,6,4,5,0,0.0,1.0
ARI,20186,MIN,1,0,2020,12,10,7,5,4,6,5,4,1,1.0,1.0
SJS,20187,ANA,1,0,2020,12,11,4,8,4,7,4,3,1,0.0,1.0
PHI,20188,WSH,0,0,2020,11,12,6,5,7,5,5,5,1,0.0,0.0
DET,20189,FLA,0,0,2020,12,12,9,3,2,10,7,1,1,1.0,0.0
CAR,20190,CBJ,0,0,2020,12,12,5,7,8,4,5,7,1,1.0,0.0
COL,20191,STL,1,0,2020,13,13,7,6,8,5,5,6,0,0.0,1.0
ARI,20192,MIN,1,0,2020,13,11,8,5,4,7,6,4,1,1.0,0.0
CHI,20193,DAL,0,0,2020,12,12,6,6,4,8,6,4,1,0.0,1.0
LAK,20194,VGK,1,0,2020,11,10,9,2,3,7,8,3,1,1.0,0.0
BUF,20195,BOS,1,0,2020,12,13,9,3,4,9,8,3,0,1.0,0.0
NYI,20196,NYR,0,0,2020,11,12,5,6,6,6,5,5,1,1.0,1.0
CAR,20197,CBJ,1,0,2020,13,13,5,8,9,4,4,7,1,0.0,1.0
TBL,20198,NSH,0,0,2020,12,12,5,7,9,3,3,7,1,0.0,1.0
EDM,20199,OTT,0,0,2020,12,13,2,10,6,7,1,5,1,0.0,0.0
